;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;AcceptedCmp3;AcceptedCmp4;AcceptedCmp5;AcceptedCmp1;AcceptedCmp2;Complain;Response;Education_Level;Age;Total_Campaigns_Accepted;Average_Spend;Spent;Is_Parent;total_spending;avg_web_visits;online_purchase_ratio
1853;Graduation;Together;64260.0;0;0;1;539;169;816;20;0;30;1;4;5;4;3;0;0;0;0;0;0;1;High;62;0;1574.0;2113;0;1574;0.25;0.3076923076923077
1854;PhD;Single;82733.0;0;0;28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;0;1;High;39;0;1323.0;2035;0;1323;0.3333333333333333;0.42105263157894735
1855;Master;Divorced;74290.0;0;1;70;1121;0;72;0;12;12;4;10;8;10;6;0;1;0;1;0;0;0;High;52;2;304.25;2338;1;1217;0.5;0.35714285714285715
1856;Master;Single;58217.0;2;1;84;68;1;13;3;5;13;1;2;0;4;6;0;0;0;0;0;0;0;High;72;0;103.0;171;1;103;0.5;0.3333333333333333
1857;Master;Together;21024.0;0;0;89;36;4;18;6;2;18;1;2;0;4;7;0;0;0;0;0;0;0;High;47;0;84.0;120;0;84;0.5833333333333334;0.3333333333333333
1858;PhD;Married;70116.0;0;0;73;707;44;603;95;58;29;1;2;8;12;1;0;0;0;0;0;0;0;High;51;0;1536.0;2243;0;1536;0.08333333333333333;0.09090909090909091
1859;Graduation;Together;54006.0;1;0;42;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;0;0;High;38;0;290.5;755;1;581;0.5833333333333334;0.5
1860;PhD;Married;69063.0;0;1;16;666;35;124;69;8;26;1;5;3;5;3;0;0;0;0;0;0;0;High;57;0;928.0;1594;1;928;0.25;0.38461538461538464
1861;2n Cycle;Divorced;11448.0;0;0;16;0;0;0;6;2;6;1;1;0;2;6;0;0;0;0;0;0;0;Low;48;0;14.0;14;0;14;0.5;0.3333333333333333
1862;Graduation;Single;61825.0;0;1;56;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0;High;44;0;424.0;586;1;424;0.3333333333333333;0.2857142857142857
1863;Graduation;Married;70886.0;1;0;65;407;70;239;103;88;53;1;5;4;4;2;0;0;0;0;0;0;0;High;52;0;960.0;1367;1;960;0.16666666666666666;0.38461538461538464
1864;Graduation;Married;69109.0;0;0;10;823;25;459;124;29;95;1;6;6;7;4;0;0;1;0;0;0;1;High;41;1;1555.0;2378;0;1555;0.3333333333333333;0.3157894736842105
1865;Graduation;Widow;60208.0;1;1;13;488;23;71;15;0;59;11;8;3;7;7;0;1;0;0;0;0;1;High;50;1;59.63636363636363;1144;1;656;0.5833333333333334;0.4444444444444444
1866;Master;Together;32889.0;1;1;78;28;0;13;4;2;8;3;2;1;3;5;0;0;0;0;0;0;0;High;55;0;18.333333333333332;83;1;55;0.4166666666666667;0.3333333333333333
1867;Graduation;Single;34738.0;1;0;51;3;2;10;3;0;2;1;1;0;3;6;0;0;0;0;0;0;0;High;39;0;20.0;23;1;20;0.5;0.25
1868;Master;Together;30538.0;1;0;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;0;High;52;0;91.75;651;1;367;0.8333333333333334;0.6923076923076923
1869;2n Cycle;Together;82326.0;0;0;30;938;142;754;159;81;183;1;5;10;6;2;0;1;1;1;0;0;1;Low;46;3;2257.0;3195;0;2257;0.16666666666666666;0.23809523809523808
1870;PhD;Divorced;26642.0;1;0;71;13;2;15;2;2;8;2;2;0;3;6;0;0;0;0;0;0;0;High;56;0;21.0;55;1;42;0.5;0.4
1871;Graduation;Divorced;69932.0;0;1;97;412;172;153;150;105;57;2;7;6;11;4;0;0;0;0;0;0;0;High;59;0;524.5;1461;1;1049;0.3333333333333333;0.2916666666666667
1872;Graduation;Single;44503.0;1;1;83;31;1;8;0;0;8;2;2;0;3;6;0;0;0;0;0;0;0;High;51;0;24.0;79;1;48;0.5;0.4
1873;PhD;Single;60200.0;0;1;3;502;19;132;0;6;26;6;6;2;11;6;0;0;0;0;0;0;0;High;75;0;114.16666666666667;1187;1;685;0.5;0.3157894736842105
1874;Graduation;Divorced;49638.0;0;1;71;18;10;3;3;5;0;1;1;0;3;2;0;0;0;0;0;0;0;High;71;0;39.0;57;1;39;0.16666666666666666;0.25
1875;2n Cycle;Single;23830.0;0;0;3;1;8;6;4;8;16;1;1;0;3;7;0;0;0;0;0;0;0;Low;36;0;43.0;44;0;43;0.5833333333333334;0.25
1876;Master;Widow;33051.0;0;0;15;100;71;243;108;94;219;3;9;1;8;9;0;0;0;0;0;0;1;High;64;0;278.3333333333333;935;0;835;0.75;0.5
1877;Graduation;Married;72905.0;0;0;52;407;114;445;181;165;203;1;3;7;9;1;0;0;0;1;0;0;0;High;65;1;1515.0;1922;0;1515;0.08333333333333333;0.15789473684210525
1878;PhD;Together;69702.0;0;1;8;664;9;240;50;19;57;2;7;7;10;4;0;0;0;0;0;0;0;High;72;0;519.5;1703;1;1039;0.3333333333333333;0.2916666666666667
1879;Graduation;Divorced;70300.0;1;0;89;1045;61;338;60;46;46;3;5;5;13;8;0;0;0;0;0;0;0;High;48;0;532.0;2641;1;1596;0.6666666666666666;0.21739130434782608
1880;PhD;Married;70643.0;0;0;66;1218;107;304;23;143;33;1;5;8;4;6;0;0;0;0;0;0;1;High;39;0;1828.0;3046;0;1828;0.5;0.29411764705882354
1881;PhD;Married;30396.0;1;0;22;15;0;6;0;1;12;2;1;1;2;7;1;0;0;0;0;0;1;High;54;1;17.0;49;1;34;0.5833333333333334;0.25
1882;PhD;Divorced;50616.0;0;1;56;128;0;16;0;1;4;2;4;0;4;7;0;0;0;0;0;0;0;High;55;0;74.5;277;1;149;0.5833333333333334;0.5
1883;Master;Single;62772.0;0;1;74;581;49;157;43;8;108;1;5;6;11;2;0;1;0;0;0;0;0;High;54;1;946.0;1527;1;946;0.16666666666666666;0.22727272727272727
1884;PhD;Single;30298.0;0;0;48;6;3;12;6;1;0;1;1;1;3;3;0;0;0;0;0;0;0;High;38;0;28.0;34;0;28;0.25;0.2
1885;Graduation;Single;52413.0;1;0;67;185;8;133;56;56;12;2;7;1;7;7;0;0;0;0;0;0;0;High;39;0;225.0;635;1;450;0.5833333333333334;0.4666666666666667
1886;PhD;Married;44155.0;1;1;24;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;0;0;High;66;0;46.0;68;1;46;0.3333333333333333;0.25
1887;PhD;Divorced;86979.0;0;0;67;584;100;835;65;83;35;1;5;5;5;2;1;0;0;0;0;0;1;High;52;1;1702.0;2286;0;1702;0.16666666666666666;0.3333333333333333
1888;Graduation;Together;76532.0;1;1;38;355;30;177;90;138;30;4;9;5;7;5;0;0;0;0;0;0;0;High;48;0;205.0;1175;1;820;0.4166666666666667;0.42857142857142855
1889;Graduation;Married;42081.0;1;0;86;175;10;110;54;6;27;2;6;3;4;6;1;0;0;0;0;0;0;High;41;1;191.0;557;1;382;0.5;0.46153846153846156
1890;PhD;Married;67546.0;0;0;90;864;134;768;150;38;172;1;4;10;5;3;0;0;0;0;0;0;0;High;35;0;2126.0;2990;0;2126;0.25;0.21052631578947367
1891;Master;Together;88420.0;0;0;87;957;153;612;99;95;153;1;4;7;8;1;1;0;1;1;0;0;0;High;34;3;2069.0;3026;0;2069;0.08333333333333333;0.21052631578947367
1892;Graduation;Married;31158.0;1;0;62;25;6;16;20;0;5;2;2;0;3;8;0;0;0;0;0;0;0;High;38;0;36.0;97;1;72;0.6666666666666666;0.4
1893;Graduation;Divorced;61671.0;0;1;23;641;7;56;0;0;28;8;10;4;6;8;0;1;0;1;0;0;0;High;55;2;91.5;1373;1;732;0.6666666666666666;0.5
1894;Graduation;Single;69719.0;0;0;99;273;86;208;177;14;43;1;2;3;5;1;0;0;0;0;0;0;0;High;49;0;801.0;1074;0;801;0.08333333333333333;0.2
1895;Graduation;Divorced;49160.0;0;1;29;122;21;43;25;10;15;2;3;1;6;6;0;0;0;0;0;0;0;High;74;0;118.0;358;1;236;0.5;0.3
1896;Basic;Together;24882.0;1;0;52;1;4;10;29;0;36;1;1;1;2;6;1;0;0;0;0;0;0;Middle;45;1;80.0;81;1;80;0.5;0.25
1897;PhD;Single;90933.0;0;0;90;1020;31;430;62;63;79;1;4;6;4;1;0;0;1;0;0;0;0;High;69;1;1685.0;2705;0;1685;0.08333333333333333;0.2857142857142857
1898;PhD;Single;113734.0;0;0;9;6;2;3;1;262;3;0;27;0;0;1;0;0;0;0;0;0;0;High;78;0;inf;283;0;277;0.08333333333333333;1.0
1899;PhD;Together;59292.0;0;1;71;378;14;68;19;14;14;2;3;5;8;3;0;0;0;0;0;0;0;High;73;0;253.5;885;1;507;0.25;0.1875
1900;PhD;Married;45759.0;1;1;13;42;1;18;3;0;4;2;2;0;3;7;0;0;0;0;0;0;0;High;59;0;34.0;110;1;68;0.5833333333333334;0.4
1901;Graduation;Single;22148.0;0;0;16;15;5;14;0;4;11;1;1;0;3;7;0;0;0;0;0;0;0;High;40;0;49.0;64;0;49;0.5833333333333334;0.25
1902;Master;Married;73395.0;0;0;94;272;7;80;20;7;11;1;4;4;6;2;0;0;0;0;0;0;0;High;36;0;397.0;669;0;397;0.16666666666666666;0.2857142857142857
1903;Graduation;Divorced;29819.0;1;0;77;9;1;24;2;1;2;3;3;0;3;6;0;0;0;0;0;0;0;High;52;0;13.0;48;1;39;0.5;0.5
1904;Graduation;Married;45688.0;0;1;20;279;0;18;0;0;9;2;3;1;8;4;0;1;0;0;0;0;0;High;55;1;153.0;585;1;306;0.3333333333333333;0.25
1905;Graduation;Married;62820.0;0;0;51;398;61;265;138;61;53;1;3;4;6;1;0;0;0;0;0;0;0;High;69;0;976.0;1374;0;976;0.08333333333333333;0.23076923076923078
1906;PhD;Married;60491.0;0;1;81;637;47;237;12;19;76;4;6;11;7;5;0;0;0;0;0;0;0;High;52;0;257.0;1665;1;1028;0.4166666666666667;0.25
1907;Graduation;Together;33235.0;1;0;71;45;0;16;2;1;6;1;3;0;3;7;0;0;0;0;0;0;0;High;37;0;70.0;115;1;70;0.5833333333333334;0.5
1908;Graduation;Married;35701.0;0;0;36;21;1;9;7;3;5;1;1;0;3;6;0;0;0;0;0;0;0;High;64;0;46.0;67;0;46;0.5;0.25
1909;Master;Married;31535.0;1;0;95;15;4;13;0;0;19;1;1;1;2;7;1;0;0;0;0;0;0;High;43;1;51.0;66;1;51;0.5833333333333334;0.25
1910;2n Cycle;Together;92556.0;0;0;32;493;183;352;184;23;28;0;3;5;13;0;0;0;0;0;0;0;0;Low;63;0;inf;1756;0;1263;0.0;0.14285714285714285
1911;Graduation;Single;67384.0;0;1;32;957;40;175;158;53;107;2;7;8;5;5;0;1;0;0;0;0;0;High;53;1;745.0;2447;1;1490;0.4166666666666667;0.35
1912;Master;Together;80573.0;0;0;85;829;138;430;60;92;15;1;4;6;13;2;0;0;0;0;0;0;0;High;52;0;1564.0;2393;0;1564;0.16666666666666666;0.17391304347826086
1913;Graduation;Married;77870.0;0;1;93;1017;50;500;65;50;133;3;5;5;5;8;0;1;0;1;0;0;1;High;56;2;605.0;2832;1;1815;0.6666666666666666;0.3333333333333333
1914;PhD;Widow;52278.0;0;1;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;0;0;High;60;0;199.66666666666666;2151;1;1198;0.6666666666666666;0.4
1915;Graduation;Single;57107.0;0;1;44;159;0;120;0;0;137;7;4;4;8;8;0;1;0;0;1;0;1;High;55;2;59.42857142857143;575;1;416;0.6666666666666666;0.25
1916;Graduation;Married;18929.0;0;0;15;32;0;8;23;4;18;1;1;0;4;6;0;0;0;0;0;0;0;High;33;0;85.0;117;0;85;0.5;0.2
1917;PhD;Single;36038.0;1;0;82;23;0;15;0;2;7;2;3;0;3;6;0;0;0;0;0;0;0;High;42;0;23.5;70;1;47;0.5;0.5
1918;Graduation;Single;20180.0;0;0;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;0;High;47;0;137.0;155;0;137;0.5833333333333334;0.2857142857142857
1919;PhD;Together;34230.0;1;1;72;15;0;4;0;0;2;1;1;0;2;7;0;0;0;0;0;0;0;High;58;0;21.0;36;1;21;0.5833333333333334;0.3333333333333333
1920;2n Cycle;Single;31878.0;0;1;7;23;4;5;10;5;23;1;1;0;4;3;0;0;0;0;0;0;0;Low;46;0;70.0;93;1;70;0.25;0.2
1921;2n Cycle;Married;70932.0;0;1;57;200;193;100;46;185;185;2;6;2;12;3;0;0;0;0;0;0;0;Low;51;0;454.5;1109;1;909;0.25;0.3
1922;Graduation;Single;91249.0;0;0;84;1324;27;119;71;108;27;0;7;9;6;4;0;1;1;1;1;0;1;High;67;4;inf;3000;0;1676;0.3333333333333333;0.3181818181818182
1923;Master;Single;77598.0;0;0;53;1193;33;281;129;66;33;1;7;5;13;3;0;0;1;0;0;0;0;High;80;1;1735.0;2928;0;1735;0.25;0.28
1924;Graduation;Single;80982.0;1;1;48;505;137;401;104;22;22;3;11;5;11;5;0;0;0;0;0;1;0;High;64;0;397.0;1696;1;1191;0.4166666666666667;0.4074074074074074
1925;Master;Married;22701.0;1;0;2;2;4;9;0;4;5;1;1;0;3;5;0;0;0;0;0;0;0;High;46;0;24.0;26;1;24;0.4166666666666667;0.25
1926;PhD;Married;55212.0;0;1;65;1103;0;45;0;0;34;3;4;2;11;8;0;1;0;0;1;0;0;High;54;2;394.0;2285;1;1182;0.6666666666666666;0.23529411764705882
1927;Graduation;Married;70617.0;0;0;45;353;61;753;40;46;27;1;3;3;7;2;0;0;0;0;0;0;0;High;53;0;1280.0;1633;0;1280;0.16666666666666666;0.23076923076923078
1928;Graduation;Single;64849.0;0;0;42;652;48;350;94;84;108;1;9;3;6;5;0;0;0;0;0;0;1;High;66;0;1336.0;1988;0;1336;0.4166666666666667;0.5
1929;Master;Married;62694.0;1;1;29;379;6;157;25;91;91;5;9;3;7;7;0;0;0;0;0;0;0;High;58;0;149.8;1128;1;749;0.5833333333333334;0.47368421052631576
1930;PhD;Married;61917.0;1;1;83;46;4;36;2;2;1;1;2;0;4;5;0;0;0;0;0;0;0;High;49;0;91.0;137;1;91;0.4166666666666667;0.3333333333333333
1931;PhD;Married;67472.0;0;1;93;162;31;127;8;17;69;2;4;2;7;3;0;0;0;0;0;0;0;High;76;0;207.0;576;1;414;0.25;0.3076923076923077
1932;Master;Married;21059.0;1;0;40;8;3;19;3;3;8;3;3;0;3;6;0;0;0;0;0;0;0;High;41;0;14.666666666666666;52;1;44;0.5;0.5
1933;Master;Married;29543.0;2;0;47;17;3;18;3;4;18;2;3;1;2;7;0;0;0;0;0;0;0;High;55;0;31.5;80;1;63;0.5833333333333334;0.5
1934;Graduation;Married;75903.0;0;1;50;340;108;185;130;38;100;2;6;6;9;3;0;0;0;0;0;0;0;High;72;0;450.5;1241;1;901;0.25;0.2857142857142857
1935;2n Cycle;Together;34984.0;1;1;40;8;4;15;3;5;3;2;1;0;3;7;0;0;0;0;0;0;0;Low;48;0;19.0;46;1;38;0.5833333333333334;0.25
1936;PhD;Single;54998.0;0;1;3;154;22;202;39;30;8;5;4;2;9;4;0;0;0;0;0;0;1;High;67;0;91.0;609;1;455;0.3333333333333333;0.26666666666666666
1937;PhD;Widow;54356.0;0;1;62;710;15;30;20;0;0;3;11;2;8;8;0;0;0;0;0;0;1;High;74;0;258.3333333333333;1485;1;775;0.6666666666666666;0.5238095238095238
1938;Master;Married;34242.0;0;1;25;8;2;4;0;0;1;1;0;0;3;5;0;0;0;0;0;0;0;High;64;0;15.0;23;1;15;0.4166666666666667;0.0
1939;Graduation;Married;25410.0;1;0;48;2;2;4;13;13;4;1;1;0;4;4;0;0;0;0;0;0;0;High;50;0;38.0;40;1;38;0.3333333333333333;0.2
1940;PhD;Married;73356.0;0;0;56;1050;14;322;0;14;112;1;5;11;5;2;1;0;1;1;0;0;1;High;39;3;1512.0;2562;0;1512;0.16666666666666666;0.23809523809523808
1941;Graduation;Together;28320.0;0;1;68;19;1;14;3;2;4;1;1;0;3;8;0;0;0;0;0;0;0;High;73;0;43.0;62;1;43;0.6666666666666666;0.25
1942;Graduation;Single;23763.0;1;0;64;22;0;6;6;2;6;1;1;0;3;7;0;0;0;0;0;0;0;High;46;0;42.0;64;1;42;0.5833333333333334;0.25
1943;Graduation;Married;72570.0;0;0;67;274;83;216;151;141;224;1;4;6;12;1;0;0;0;0;0;0;0;High;39;0;1089.0;1363;0;1089;0.08333333333333333;0.18181818181818182
1944;Master;Married;34529.0;1;0;94;68;6;38;3;6;41;2;2;2;3;7;0;0;0;0;0;0;0;High;47;0;81.0;230;1;162;0.5833333333333334;0.2857142857142857
1945;Graduation;Widow;70792.0;0;0;82;344;45;654;104;11;114;2;3;4;10;3;0;0;0;0;0;0;0;High;72;0;636.0;1616;0;1272;0.25;0.17647058823529413
1946;Graduation;Married;63211.0;0;0;3;145;193;459;205;26;145;2;3;8;7;2;0;0;0;0;0;0;1;High;41;0;586.5;1318;0;1173;0.16666666666666666;0.16666666666666666
1947;Master;Married;83891.0;0;1;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;0;0;High;49;0;816.0;1033;1;816;0.08333333333333333;0.19047619047619047
1948;Graduation;Single;36065.0;1;1;54;18;7;34;10;2;3;3;3;0;3;8;0;0;0;0;0;0;0;High;55;0;24.666666666666668;92;1;74;0.6666666666666666;0.5
1949;Graduation;Together;39898.0;0;1;20;69;8;26;12;7;12;2;3;0;4;7;0;0;0;0;0;0;0;High;69;0;67.0;203;1;134;0.5833333333333334;0.42857142857142855
1950;PhD;Single;51141.0;0;0;96;144;0;7;0;0;6;1;3;1;4;5;0;0;0;0;0;0;0;High;83;0;157.0;301;0;157;0.4166666666666667;0.375
1951;Graduation;Married;56939.0;0;1;19;256;34;103;90;29;49;2;3;3;10;3;0;0;0;0;0;0;0;High;47;0;280.5;817;1;561;0.25;0.1875
1952;Graduation;Single;80872.0;0;0;60;483;72;567;94;12;108;1;4;4;10;1;0;0;0;0;0;0;0;High;72;0;1336.0;1819;0;1336;0.08333333333333333;0.2222222222222222
1953;PhD;Together;72335.0;0;0;2;1285;105;653;28;21;0;1;10;4;8;8;0;0;0;0;0;0;1;High;47;0;2092.0;3377;0;2092;0.6666666666666666;0.45454545454545453
1954;PhD;Single;61798.0;0;0;13;338;4;89;11;8;13;1;4;2;9;4;0;0;0;0;0;0;0;High;59;0;463.0;801;0;463;0.3333333333333333;0.26666666666666666
1955;PhD;Widow;76842.0;0;0;37;605;10;345;84;54;32;1;1;8;7;0;0;0;0;0;0;0;0;High;73;0;1130.0;1735;0;1130;0.0;0.0625
1956;Graduation;Together;29478.0;1;0;59;8;0;7;3;1;1;1;1;0;3;6;0;0;0;0;0;0;0;High;47;0;20.0;28;1;20;0.5;0.25
1957;Graduation;Single;46998.0;0;1;55;172;41;86;45;6;27;5;5;3;5;7;1;0;0;0;0;0;0;High;67;1;75.4;549;1;377;0.5833333333333334;0.38461538461538464
1958;Graduation;Single;96843.0;0;0;60;448;71;951;40;17;17;1;6;11;10;2;0;0;1;0;0;0;1;High;33;1;1544.0;1992;0;1544;0.16666666666666666;0.2222222222222222
1959;PhD;Widow;56551.0;1;1;48;67;4;32;17;2;16;3;2;1;4;4;0;0;0;0;0;0;0;High;73;0;46.0;205;1;138;0.3333333333333333;0.2857142857142857
1960;Master;Married;70053.0;0;1;38;512;53;98;81;179;89;3;8;5;10;5;0;0;0;0;0;0;0;High;58;0;337.3333333333333;1524;1;1012;0.4166666666666667;0.34782608695652173
1961;PhD;Widow;71670.0;0;0;8;1462;16;128;0;0;160;1;5;3;6;6;0;1;1;0;1;0;1;High;61;3;1766.0;3228;0;1766;0.5;0.35714285714285715
1962;Graduation;Married;44359.0;1;1;19;20;0;14;7;3;1;3;2;0;4;3;0;0;0;0;0;0;0;High;45;0;15.0;65;1;45;0.25;0.3333333333333333
1963;Graduation;Single;40887.0;1;1;32;50;4;44;10;10;43;3;3;1;3;9;0;0;0;0;0;0;1;High;71;0;53.666666666666664;211;1;161;0.75;0.42857142857142855
1964;Graduation;Divorced;48877.0;0;1;27;102;1;15;2;0;24;1;3;0;4;7;0;0;0;0;0;0;0;High;57;0;144.0;246;1;144;0.5833333333333334;0.42857142857142855
1965;Graduation;Together;74485.0;0;0;58;499;149;815;173;49;49;1;6;7;12;3;0;0;0;0;0;0;0;High;76;0;1734.0;2233;0;1734;0.25;0.24
1966;Graduation;Together;64474.0;0;1;59;381;35;172;56;86;93;2;8;2;10;5;0;0;0;0;0;0;0;High;51;0;411.5;1204;1;823;0.4166666666666667;0.4
1967;Graduation;Together;77226.0;0;1;29;631;43;239;128;76;21;2;6;8;12;3;0;0;0;0;0;0;0;High;60;0;569.0;1769;1;1138;0.25;0.23076923076923078
1968;Graduation;Widow;72643.0;0;0;60;526;80;553;123;94;53;1;3;10;7;2;0;0;0;1;0;0;1;High;74;1;1429.0;1955;0;1429;0.16666666666666666;0.15
1969;Master;Together;85738.0;0;0;41;913;26;376;17;26;13;1;3;6;11;1;0;1;1;0;0;0;0;High;45;2;1371.0;2284;0;1371;0.08333333333333333;0.15
1970;Graduation;Divorced;55686.0;0;1;27;673;0;199;37;47;26;2;6;3;5;4;1;0;0;0;0;0;0;High;57;1;491.0;1655;1;982;0.3333333333333333;0.42857142857142855
1971;Graduation;Single;39062.0;1;0;28;23;0;9;0;0;12;1;1;0;3;4;1;0;0;0;0;0;0;High;40;1;44.0;67;1;44;0.3333333333333333;0.25
1972;Graduation;Together;34600.0;1;1;8;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;0;1;High;52;0;63.6;517;1;318;0.6666666666666666;0.4166666666666667
1973;Graduation;Married;40794.0;0;1;18;261;23;73;4;23;50;2;6;3;5;7;0;0;0;0;0;0;0;High;48;0;217.0;695;1;434;0.5833333333333334;0.42857142857142855
1974;2n Cycle;Married;54690.0;1;1;76;111;16;37;7;9;18;3;3;1;5;3;0;0;0;0;0;0;0;Low;52;0;66.0;309;1;198;0.25;0.3333333333333333
1975;Graduation;Married;4428.0;0;1;0;16;4;12;2;4;321;0;25;0;0;1;0;0;0;0;0;0;0;High;54;0;inf;375;1;359;0.08333333333333333;1.0
1976;2n Cycle;Married;32632.0;0;0;32;63;151;137;153;19;53;2;4;4;8;5;0;0;0;0;0;0;0;Low;60;0;288.0;639;0;576;0.4166666666666667;0.25
1977;PhD;Single;38236.0;1;1;2;58;0;18;2;0;10;4;3;0;4;7;0;0;0;0;0;0;0;High;55;0;22.0;146;1;88;0.5833333333333334;0.42857142857142855
1978;Graduation;Married;36781.0;1;0;16;29;1;17;0;3;13;1;2;1;2;8;0;0;0;0;0;0;1;High;44;0;63.0;92;1;63;0.6666666666666666;0.4
1979;Master;Single;31385.0;1;0;56;3;2;12;0;1;9;1;1;0;2;8;1;0;0;0;0;0;1;High;39;1;27.0;30;1;27;0.6666666666666666;0.3333333333333333
1980;Graduation;Married;24570.0;1;0;97;28;34;62;11;14;44;3;4;0;4;9;0;0;0;0;0;0;0;High;39;0;64.33333333333333;221;1;193;0.75;0.5
1981;PhD;Divorced;25509.0;1;0;15;40;3;30;10;7;11;3;3;0;3;9;0;0;0;0;0;0;1;High;49;0;33.666666666666664;141;1;101;0.75;0.5
1982;Graduation;Married;94642.0;0;0;35;879;143;797;106;143;143;0;5;7;9;1;0;0;1;1;0;0;0;High;72;2;inf;3090;0;2211;0.08333333333333333;0.23809523809523808
1983;Master;Married;58646.0;0;1;3;62;1;44;6;5;22;1;2;1;4;4;0;0;0;0;0;0;0;High;61;0;140.0;202;1;140;0.3333333333333333;0.2857142857142857
1984;Graduation;Single;53201.0;1;1;49;280;7;81;20;0;27;8;6;3;5;7;0;0;0;0;0;0;0;High;48;0;51.875;695;1;415;0.5833333333333334;0.42857142857142855
1985;Graduation;Together;21994.0;0;1;4;9;0;6;3;1;3;1;0;0;3;5;0;0;0;0;0;0;0;High;66;0;22.0;31;1;22;0.4166666666666667;0.0
1986;Graduation;Married;57113.0;1;1;45;182;4;33;0;2;42;6;4;1;5;7;0;0;0;0;0;0;0;High;45;0;43.833333333333336;445;1;263;0.5833333333333334;0.4
1987;Graduation;Married;51373.0;0;0;37;83;2;101;64;26;117;1;3;5;3;4;0;0;0;0;0;0;0;High;32;0;393.0;476;0;393;0.3333333333333333;0.2727272727272727
1988;Graduation;Married;23477.0;1;0;39;38;15;54;3;8;29;3;3;0;4;8;0;0;0;0;0;0;0;High;37;0;49.0;185;1;147;0.6666666666666666;0.42857142857142855
1989;Graduation;Married;58116.0;0;1;38;228;19;130;4;11;51;2;3;3;8;2;0;0;0;0;0;0;0;High;67;0;221.5;671;1;443;0.16666666666666666;0.21428571428571427
1990;PhD;Divorced;72968.0;0;0;8;1092;37;592;145;37;55;1;5;5;8;3;0;0;0;1;0;0;1;High;60;1;1958.0;3050;0;1958;0.25;0.2777777777777778
1991;Master;Married;39791.0;0;1;89;85;15;27;13;13;21;2;3;1;4;7;0;0;0;0;0;0;0;High;52;0;87.0;259;1;174;0.5833333333333334;0.375
1992;Master;Single;91712.0;0;0;47;1276;24;746;94;29;48;0;9;7;11;3;0;0;1;0;0;0;1;High;76;1;inf;3493;0;2217;0.25;0.3333333333333333
1993;Graduation;Single;94472.0;0;1;75;1017;33;417;108;100;16;1;5;5;5;5;0;1;1;0;0;0;0;High;65;2;1691.0;2708;1;1691;0.4166666666666667;0.3333333333333333
1994;Graduation;Together;13672.0;1;1;86;6;2;9;2;1;5;2;1;0;3;8;0;0;0;0;0;0;0;High;63;0;12.5;31;1;25;0.6666666666666666;0.25
1995;2n Cycle;Married;96547.0;0;0;4;448;21;125;52;101;62;0;7;6;8;2;1;0;1;1;0;0;1;Low;43;3;inf;1257;0;809;0.16666666666666666;0.3333333333333333
1996;Graduation;Married;79205.0;0;0;73;504;23;117;179;28;44;1;6;5;4;4;0;0;0;1;0;0;1;High;48;1;895.0;1399;0;895;0.3333333333333333;0.4
1997;PhD;Together;56559.0;0;1;46;226;22;133;41;31;31;3;4;3;8;4;0;0;0;0;0;0;0;High;48;0;161.33333333333334;710;1;484;0.3333333333333333;0.26666666666666666
1998;PhD;Married;32644.0;1;0;38;239;3;141;0;7;23;4;7;1;6;8;1;0;0;0;0;0;0;High;50;1;103.25;652;1;413;0.6666666666666666;0.5
1999;2n Cycle;Single;67506.0;0;1;73;90;38;67;33;36;67;1;4;1;6;3;0;0;0;0;0;0;0;Low;43;0;331.0;421;1;331;0.25;0.36363636363636365
2000;Graduation;Single;24206.0;1;0;66;7;2;8;3;2;3;1;1;0;3;6;0;0;0;0;0;0;0;High;53;0;25.0;32;1;25;0.5;0.25
2001;PhD;Divorced;28420.0;1;0;36;4;2;5;2;0;0;1;1;0;2;6;0;0;0;0;0;0;0;High;56;0;13.0;17;1;13;0.5;0.3333333333333333
2002;Graduation;Married;22979.0;1;0;29;16;17;19;20;21;22;3;3;2;2;8;0;0;0;0;0;0;1;High;53;0;38.333333333333336;131;1;115;0.6666666666666666;0.42857142857142855
2003;Graduation;Single;33279.0;0;0;29;10;3;3;0;0;0;1;0;0;3;3;0;0;0;0;0;0;0;High;57;0;16.0;26;0;16;0.25;0.0
2004;Master;Single;46423.0;1;1;6;68;0;16;0;0;8;3;2;0;4;7;0;0;0;0;0;0;0;High;51;0;30.666666666666668;160;1;92;0.5833333333333334;0.3333333333333333
2005;Graduation;Married;30368.0;0;1;97;35;0;13;2;0;2;2;2;0;3;8;0;0;0;0;0;0;0;High;46;0;26.0;87;1;52;0.6666666666666666;0.4
